Annotation,cell_class,Max_TopStruct,NT_binary,Meta_Class,Annotation Reduced,Anno + Topstruct,Anno + Topstruct + Layer
Ex_Skor1_Daam2_Cnga3,neuron,PAL,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Daam2_Cnga3,Ex_Skor1_Daam2_Cnga3_PAL,Ex_Skor1_Daam2_Cnga3_PAL
Ex_Skor1_Kdr_3,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Kdr,Ex_Skor1_Kdr_HY,Ex_Skor1_Kdr_HY
Ex_Skor1_Calr4,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Calr4,Ex_Skor1_Calr4_HY,Ex_Skor1_Calr4_HY
Ex_Skor1_Kdr_4,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Kdr,Ex_Skor1_Kdr_HY,Ex_Skor1_Kdr_HY
Ex_Skor1_Galr1,neuron,PAL,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Galr1,Ex_Skor1_Galr1_PAL,Ex_Skor1_Galr1_PAL
Ex_Skor1_Frem1_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Frem1,Ex_Skor1_Frem1_HY,Ex_Skor1_Frem1_HY
Ex_Skor1_Frem1_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Frem1,Ex_Skor1_Frem1_HY,Ex_Skor1_Frem1_HY
Ex_Skor1_Frem1_3,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Frem1,Ex_Skor1_Frem1_HY,Ex_Skor1_Frem1_HY
Ex_Skor1_Emx2_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Emx2,Ex_Skor1_Emx2_HY,Ex_Skor1_Emx2_HY
Ex_Skor1_Emx2_2,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Emx2,Ex_Skor1_Emx2_MB,Ex_Skor1_Emx2_MB
Ex_Dmrta2_Rxfp2_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Dmrta2_Rxfp2,Ex_Dmrta2_Rxfp2_HY,Ex_Dmrta2_Rxfp2_HY
Ex_Dmrta2_Rxfp2_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Dmrta2_Rxfp2,Ex_Dmrta2_Rxfp2_HY,Ex_Dmrta2_Rxfp2_HY
Ex_Skor1_Samd3_1,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Samd3,Ex_Skor1_Samd3_MB,Ex_Skor1_Samd3_MB
Ex_Skor1_Samd3_2,neuron,,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Samd3,Ex_Skor1_Samd3,Ex_Skor1_Samd3
Ex_Skor1_Samd3_3,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Samd3,Ex_Skor1_Samd3_MB,Ex_Skor1_Samd3_MB
Ex_Skor1_Hpgd_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Hpgd,Ex_Skor1_Hpgd_HY,Ex_Skor1_Hpgd_HY
Ex_Skor1_Hpgd_2,neuron,PAL,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Hpgd,Ex_Skor1_Hpgd_PAL,Ex_Skor1_Hpgd_PAL
Ex_Skor1_Cnga3,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Cnga3,Ex_Skor1_Cnga3_HY,Ex_Skor1_Cnga3_HY
Ex_Skor1_Kcnmb1,neuron,OLF,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Kcnmb1,Ex_Skor1_Kcnmb1_OLF,Ex_Skor1_Kcnmb1_OLF
Ex_Skor1_Samd3_4,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Samd3,Ex_Skor1_Samd3_HY,Ex_Skor1_Samd3_HY
Ex_Skor1_Slc17a8_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Slc17a8,Ex_Skor1_Slc17a8_HY,Ex_Skor1_Slc17a8_HY
Ex_Skor1_Slc17a8_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Slc17a8,Ex_Skor1_Slc17a8_HY,Ex_Skor1_Slc17a8_HY
Ex_Skor1_Slc5a7_1,neuron,HY,VGLUT2_GABA,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Slc5a7,Ex_Skor1_Slc5a7_HY,Ex_Skor1_Slc5a7_HY
Ex_Skor1_Ucn3,neuron,,VGLUT2_GABA,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Ucn3,Ex_Skor1_Ucn3,Ex_Skor1_Ucn3
Ex_Skor1_Slc5a7_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Slc5a7,Ex_Skor1_Slc5a7_HY,Ex_Skor1_Slc5a7_HY
Ex_Samd3_Egflam,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Egflam,Ex_Samd3_Egflam_HY,Ex_Samd3_Egflam_HY
Ex_Samd3_Slc38a11_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Slc38a11,Ex_Samd3_Slc38a11_HY,Ex_Samd3_Slc38a11_HY
Ex_Samd3_Brs3,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Brs3,Ex_Samd3_Brs3_MB,Ex_Samd3_Brs3_MB
Ex_Lhx5_Bmp3,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Lhx5_Bmp3,Ex_Lhx5_Bmp3_MB,Ex_Lhx5_Bmp3_MB
Ex_Samd3_Atp10b,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Atp10b,Ex_Samd3_Atp10b_HY,Ex_Samd3_Atp10b_HY
Ex_Samd3_Npsr1_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Npsr1,Ex_Samd3_Npsr1_HY,Ex_Samd3_Npsr1_HY
Ex_Samd3_Npsr1_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Npsr1,Ex_Samd3_Npsr1_HY,Ex_Samd3_Npsr1_HY
Ex_Samd3_Npsr1_3,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Npsr1,Ex_Samd3_Npsr1_HY,Ex_Samd3_Npsr1_HY
Ex_Skor1_Col24a1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Col24a1,Ex_Skor1_Col24a1_HY,Ex_Skor1_Col24a1_HY
Ex_Samd3_Chrna2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Chrna2,Ex_Samd3_Chrna2_HY,Ex_Samd3_Chrna2_HY
Ex_Samd3_Emx2_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_3,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_4,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_5,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_6,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_7,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_HY,Ex_Samd3_Emx2_HY
Ex_Samd3_Emx2_8,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Emx2,Ex_Samd3_Emx2_MB,Ex_Samd3_Emx2_MB
Ex_Samd3_Tnfaip8_1,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Tnfaip8,Ex_Samd3_Tnfaip8_HY,Ex_Samd3_Tnfaip8_HY
Ex_Samd3_Tnfaip8_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Tnfaip8,Ex_Samd3_Tnfaip8_HY,Ex_Samd3_Tnfaip8_HY
Ex_Samd3_Lama4,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Lama4,Ex_Samd3_Lama4_HY,Ex_Samd3_Lama4_HY
Ex_Samd3_Prokr2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Samd3_Prokr2,Ex_Samd3_Prokr2_HY,Ex_Samd3_Prokr2_HY
Inh_Gbx1_Htr1a_1,neuron,PAL,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_PAL,Inh_Gbx1_Htr1a_PAL
Inh_Gbx1_Vmn1r207,neuron,PAL,GABA,MC_7:Pallidal and septal MGE neurons,Inh_Gbx1_Vmn1r207,Inh_Gbx1_Vmn1r207_PAL,Inh_Gbx1_Vmn1r207_PAL
Inh_Gbx1_Htr1a_2,neuron,PAL,GABA,MC_7:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_PAL,Inh_Gbx1_Htr1a_PAL
Inh_Gbx1_Htr1a_3,neuron,PAL,GABA,MC_7:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_PAL,Inh_Gbx1_Htr1a_PAL
Inh_Gbx1_Htr1a_4,neuron,PAL,GABA,MC_7:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_PAL,Inh_Gbx1_Htr1a_PAL
Inh_Gbx1_Htr1a_5,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_PAL,Inh_Gbx1_Htr1a_PAL
Inh_Gbx1_Htr1a_6,neuron,PAL,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_PAL,Inh_Gbx1_Htr1a_PAL
Inh_Gbx1_Htr1a_7,neuron,HY,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_HY,Inh_Gbx1_Htr1a_HY
Inh_Gbx1_Htr1a_8,neuron,HY,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_HY,Inh_Gbx1_Htr1a_HY
Inh_Gbx1_Htr1a_9,neuron,HY,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a,Inh_Gbx1_Htr1a_HY,Inh_Gbx1_Htr1a_HY
Inh_Gbx1_Htr1a_10,neuron,HY,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a_10,Inh_Gbx1_Htr1a_10_HY,Inh_Gbx1_Htr1a_10_HY
Inh_Gbx1_Htr1a_11,neuron,HY,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Htr1a_11,Inh_Gbx1_Htr1a_11_HY,Inh_Gbx1_Htr1a_11_HY
Inh_Gbx1_Fads2b,neuron,HY,GABA,MC_6:Pallidal and septal MGE neurons,Inh_Gbx1_Fads2b,Inh_Gbx1_Fads2b_HY,Inh_Gbx1_Fads2b_HY
Inh_Gbx1_Atp8b1_1,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_2,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_3,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Olfr920,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Olfr920,Inh_Gbx1_Olfr920_PAL,Inh_Gbx1_Olfr920_PAL
Inh_Gbx1_Atp8b1_4,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_5,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_6,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_7,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_8,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_9,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1,Inh_Gbx1_Atp8b1_PAL,Inh_Gbx1_Atp8b1_PAL
Inh_Gbx1_Atp8b1_10,neuron,PAL,GABA,MC_9:Hypothalamic and pallidal MGE neurons,Inh_Gbx1_Atp8b1_10,Inh_Gbx1_Atp8b1_10_PAL,Inh_Gbx1_Atp8b1_10_PAL
Inh_Nkx2-1_P2ry10b,neuron,PAL,GABA,MC_11:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_P2ry10b,Inh_Nkx2-1_P2ry10b_PAL,Inh_Nkx2-1_P2ry10b_PAL
Inh_Nkx2-1_Serpinb2,neuron,STR,GABA,MC_11:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Serpinb2,Inh_Nkx2-1_Serpinb2_STR,Inh_Nkx2-1_Serpinb2_STR
Inh_Nkx2-1_Sst_1,neuron,HY,GABA,MC_11:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Sst,Inh_Nkx2-1_Sst_HY,Inh_Nkx2-1_Sst_HY
Inh_Nkx2-1_Sst_2,neuron,HY,GABA,MC_11:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Sst,Inh_Nkx2-1_Sst_HY,Inh_Nkx2-1_Sst_HY
Inh_Nkx2-1_Antxr2,neuron,HY,GABA,MC_11:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Antxr2,Inh_Nkx2-1_Antxr2_HY,Inh_Nkx2-1_Antxr2_HY
Inh_Nkx2-1_Gm8113_1,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Gm8113,Inh_Nkx2-1_Gm8113_PAL,Inh_Nkx2-1_Gm8113_PAL
Inh_Nkx2-1_Gm8113_2,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Gm8113,Inh_Nkx2-1_Gm8113_PAL,Inh_Nkx2-1_Gm8113_PAL
Inh_Nkx2-1_Gm8113_3,neuron,HY,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Nkx2-1_Gm8113,Inh_Nkx2-1_Gm8113_HY,Inh_Nkx2-1_Gm8113_HY
Inh_Lhx6_Moxd1_1,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Moxd1,Inh_Lhx6_Moxd1_PAL,Inh_Lhx6_Moxd1_PAL
Inh_Lhx6_Moxd1_2,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Moxd1,Inh_Lhx6_Moxd1_PAL,Inh_Lhx6_Moxd1_PAL
Inh_Lhx6_Moxd1_3,neuron,HY,GLY,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Moxd1,Inh_Lhx6_Moxd1_HY,Inh_Lhx6_Moxd1_HY
Inh_Lhx6_Gm8113_Pthlh,neuron,HY,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Gm8113_Pthlh,Inh_Lhx6_Gm8113_Pthlh_HY,Inh_Lhx6_Gm8113_Pthlh_HY
Inh_Lhx6_Moxd1_4,neuron,HY,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Moxd1,Inh_Lhx6_Moxd1_HY,Inh_Lhx6_Moxd1_HY
Inh_Lhx6_Lama4,neuron,HY,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Lama4,Inh_Lhx6_Lama4_HY,Inh_Lhx6_Lama4_HY
Inh_Lhx6_Cyp26a1,neuron,HY,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Cyp26a1,Inh_Lhx6_Cyp26a1_HY,Inh_Lhx6_Cyp26a1_HY
Inh_Lhx6_A730046J19Rik_1,neuron,HY,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_A730046J19Rik,Inh_Lhx6_A730046J19Rik_HY,Inh_Lhx6_A730046J19Rik_HY
Inh_Lhx6_Ankfn1,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Ankfn1,Inh_Lhx6_Ankfn1_PAL,Inh_Lhx6_Ankfn1_PAL
Inh_Lhx6_Gm8113_1,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Gm8113,Inh_Lhx6_Gm8113_PAL,Inh_Lhx6_Gm8113_PAL
Inh_Lhx6_Gm8113_2,neuron,PAL,GABA,MC_5:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Gm8113,Inh_Lhx6_Gm8113_PAL,Inh_Lhx6_Gm8113_PAL
Inh_Lhx6_Th_Crh,neuron,HY,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Th_Crh,Inh_Lhx6_Th_Crh_HY,Inh_Lhx6_Th_Crh_HY
Inh_Lhx6_Cav1_1,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Cav1,Inh_Lhx6_Cav1_PAL,Inh_Lhx6_Cav1_PAL
Inh_Lhx6_Cav1_2,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Cav1,Inh_Lhx6_Cav1_PAL,Inh_Lhx6_Cav1_PAL
Inh_Lhx6_Vmn1r209_1,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Vmn1r209,Inh_Lhx6_Vmn1r209_PAL,Inh_Lhx6_Vmn1r209_PAL
Inh_Lhx6_Vmn1r209_2,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Vmn1r209,Inh_Lhx6_Vmn1r209_PAL,Inh_Lhx6_Vmn1r209_PAL
Inh_Lhx6_Sctr_1,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Sctr,Inh_Lhx6_Sctr_PAL,Inh_Lhx6_Sctr_PAL
Inh_Lhx6_Sctr_2,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Sctr,Inh_Lhx6_Sctr_PAL,Inh_Lhx6_Sctr_PAL
Inh_Lhx6_Iqca_1,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Iqca,Inh_Lhx6_Iqca_PAL,Inh_Lhx6_Iqca_PAL
Inh_Lhx6_Iqca_2,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Iqca,Inh_Lhx6_Iqca_PAL,Inh_Lhx6_Iqca_PAL
Inh_Lhx6_Tnfsf8,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Tnfsf8,Inh_Lhx6_Tnfsf8_PAL,Inh_Lhx6_Tnfsf8_PAL
Inh_Lhx6_Iqca_3,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Iqca,Inh_Lhx6_Iqca_PAL,Inh_Lhx6_Iqca_PAL
Inh_Lhx6_Iqca_4,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Iqca,Inh_Lhx6_Iqca_PAL,Inh_Lhx6_Iqca_PAL
Inh_Lhx6_Iqca_5,neuron,PAL,GABA,MC_10:Hypothalamic and pallidal MGE neurons,Inh_Lhx6_Iqca,Inh_Lhx6_Iqca_PAL,Inh_Lhx6_Iqca_PAL
Inh_Lhx6_Gpr174_1,neuron,PAL,GABA,MC_8:Globus pallidus MGE neurons,Inh_Lhx6_Gpr174,Inh_Lhx6_Gpr174_PAL,Inh_Lhx6_Gpr174_PAL
Inh_Lhx6_Gpr174_2,neuron,PAL,GABA,MC_8:Globus pallidus MGE neurons,Inh_Lhx6_Gpr174,Inh_Lhx6_Gpr174_PAL,Inh_Lhx6_Gpr174_PAL
Inh_Lhx6_Vip,neuron,PAL,GABA,MC_8:Globus pallidus MGE neurons,Inh_Lhx6_Vip,Inh_Lhx6_Vip_PAL,Inh_Lhx6_Vip_PAL
Inh_Lhx6_Ntrk1,neuron,PAL,GABA,MC_14:Anterior hypothalamic MGE neurons,Inh_Lhx6_Ntrk1,Inh_Lhx6_Ntrk1_PAL,Inh_Lhx6_Ntrk1_PAL
Inh_Lhx6_Ccdc172_1,neuron,HY,GABA,MC_14:Anterior hypothalamic MGE neurons,Inh_Lhx6_Ccdc172,Inh_Lhx6_Ccdc172_HY,Inh_Lhx6_Ccdc172_HY
Inh_Lhx6_Ccdc172_2,neuron,HY,GABA,MC_14:Anterior hypothalamic MGE neurons,Inh_Lhx6_Ccdc172,Inh_Lhx6_Ccdc172_HY,Inh_Lhx6_Ccdc172_HY
Inh_Lhx6_C1ql1,neuron,HY,GABA,MC_14:Anterior hypothalamic MGE neurons,Inh_Lhx6_C1ql1,Inh_Lhx6_C1ql1_HY,Inh_Lhx6_C1ql1_HY
Inh_Lhx6_Cyp19a1,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Cyp19a1,Inh_Lhx6_Cyp19a1_PAL,Inh_Lhx6_Cyp19a1_PAL
Inh_Lhx6_Npy_1,neuron,HPF,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Npy,Inh_Lhx6_Npy_HPF,Inh_Lhx6_Npy_HPF
Inh_Lhx6_Npy_2,neuron,PAL,GABA,"MC_2:Striatal, amygdalar, and pallidal MGE neurons, including TH and PV striatal interneurons",Inh_Lhx6_Npy,Inh_Lhx6_Npy_PAL,Inh_Lhx6_Npy_PAL
Inh_Lhx6_Npy_3,neuron,HY,GABA,"MC_2:Striatal, amygdalar, and pallidal MGE neurons, including TH and PV striatal interneurons",Inh_Lhx6_Npy,Inh_Lhx6_Npy_HY,Inh_Lhx6_Npy_HY
Inh_Lhx6_Npy_4,neuron,OLF,GABA,"MC_2:Striatal, amygdalar, and pallidal MGE neurons, including TH and PV striatal interneurons",Inh_Lhx6_Npy,Inh_Lhx6_Npy_OLF,Inh_Lhx6_Npy_OLF
Inh_Lhx6_Scara5,neuron,HY,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Scara5,Inh_Lhx6_Scara5_HY,Inh_Lhx6_Scara5_HY
Inh_Lhx6_Myo1h_1,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Myo1h,Inh_Lhx6_Myo1h_PAL,Inh_Lhx6_Myo1h_PAL
Inh_Lhx6_Myo1h_2,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Myo1h,Inh_Lhx6_Myo1h_PAL,Inh_Lhx6_Myo1h_PAL
Inh_Lhx6_Gpr179,neuron,HY,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Gpr179,Inh_Lhx6_Gpr179_HY,Inh_Lhx6_Gpr179_HY
Inh_Lhx6_Esr2_1,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_PAL,Inh_Lhx6_Esr2_PAL
Inh_Lhx6_Esr2_2,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_PAL,Inh_Lhx6_Esr2_PAL
Inh_Lhx6_Esr2_3,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_PAL,Inh_Lhx6_Esr2_PAL
Inh_Lhx6_Esr2_4,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_PAL,Inh_Lhx6_Esr2_PAL
Inh_Lhx6_Esr2_5,neuron,HY,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_HY,Inh_Lhx6_Esr2_HY
Inh_Lhx6_Esr2_6,neuron,HY,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_HY,Inh_Lhx6_Esr2_HY
Inh_Lhx6_Esr2_7,neuron,HY,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_HY,Inh_Lhx6_Esr2_HY
Inh_Lhx6_Esr2_8,neuron,,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2,Inh_Lhx6_Esr2
Inh_Lhx6_Esr2_9,neuron,PAL,GABA,"MC_3:Pallidal, hypothalamic and amygdalar MGE neurons, primarily BNST",Inh_Lhx6_Esr2,Inh_Lhx6_Esr2_PAL,Inh_Lhx6_Esr2_PAL
