Annotation,cell_class,Max_TopStruct,NT_binary,Meta_Class,Annotation Reduced,Anno + Topstruct,Anno + Topstruct + Layer
Ex_Dmrta2_Npy2r,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Npy2r,Ex_Dmrta2_Npy2r_MB,Ex_Dmrta2_Npy2r_MB
Ex_Dmrta2_Casr,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Casr,Ex_Dmrta2_Casr_MB,Ex_Dmrta2_Casr_MB
Ex_Dmrta2_Dnah11,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Dnah11,Ex_Dmrta2_Dnah11_MB,Ex_Dmrta2_Dnah11_MB
Ex_Dmrta2_Chat_1,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Chat,Ex_Dmrta2_Chat_HY,Ex_Dmrta2_Chat_HY
Ex_Dmrta2_Fgfr4_Csf2rb2,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Fgfr4_Csf2rb2,Ex_Dmrta2_Fgfr4_Csf2rb2_HY,Ex_Dmrta2_Fgfr4_Csf2rb2_HY
Ex_Dmrta2_Chat_2,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Chat,Ex_Dmrta2_Chat_MB,Ex_Dmrta2_Chat_MB
Ex_Dmrta2_Fgfr4,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Fgfr4,Ex_Dmrta2_Fgfr4_HY,Ex_Dmrta2_Fgfr4_HY
Ex_Dmrta2_Csf2rb2_1,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Csf2rb2,Ex_Dmrta2_Csf2rb2_HY,Ex_Dmrta2_Csf2rb2_HY
Ex_Dmrta2_Csf2rb2_2,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Csf2rb2,Ex_Dmrta2_Csf2rb2_HY,Ex_Dmrta2_Csf2rb2_HY
Ex_Dmrta2_Csf2rb2_3,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Csf2rb2,Ex_Dmrta2_Csf2rb2_HY,Ex_Dmrta2_Csf2rb2_HY
Ex_Dmrta2_Csf2rb2_4,neuron,HY,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Csf2rb2,Ex_Dmrta2_Csf2rb2_HY,Ex_Dmrta2_Csf2rb2_HY
Ex_Dmrta2_Csf2rb2_5,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Csf2rb2,Ex_Dmrta2_Csf2rb2_MB,Ex_Dmrta2_Csf2rb2_MB
Ex_Dmrta2_Lsp1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Lsp1,Ex_Dmrta2_Lsp1_MB,Ex_Dmrta2_Lsp1_MB
Ex_Dmrta2_Tnfaip8l3_1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Tnfaip8l3,Ex_Dmrta2_Tnfaip8l3_MB,Ex_Dmrta2_Tnfaip8l3_MB
Ex_Dmrta2_Tnfaip8l3_2,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Tnfaip8l3,Ex_Dmrta2_Tnfaip8l3_MB,Ex_Dmrta2_Tnfaip8l3_MB
Ex_Dmrta2_Dsc3,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Dsc3,Ex_Dmrta2_Dsc3_MB,Ex_Dmrta2_Dsc3_MB
Ex_Dmrta2_Col5a2_1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Col5a2,Ex_Dmrta2_Col5a2_MB,Ex_Dmrta2_Col5a2_MB
Ex_Dmrta2_Col5a2_2,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Col5a2,Ex_Dmrta2_Col5a2_MB,Ex_Dmrta2_Col5a2_MB
Ex_Dmrta2_Kcnmb1,neuron,MB,VGLUT2,MC_195:Tegmental neurons,Ex_Dmrta2_Kcnmb1,Ex_Dmrta2_Kcnmb1_MB,Ex_Dmrta2_Kcnmb1_MB
Ex_Dmrta2_Agtr1b_1,neuron,MB,VGLUT2,"MC_186:Tegmental neurons, primarily co-releasing (PMIDs 2797622 33619763)",Ex_Dmrta2_Agtr1b,Ex_Dmrta2_Agtr1b_MB,Ex_Dmrta2_Agtr1b_MB
Ex_Dmrta2_Agtr1b_2,neuron,HY,VGLUT2,"MC_186:Tegmental neurons, primarily co-releasing (PMIDs 2797622 33619763)",Ex_Dmrta2_Agtr1b,Ex_Dmrta2_Agtr1b_HY,Ex_Dmrta2_Agtr1b_HY
Ex_Dmrta2_Agtr1b_3,neuron,MB,VGLUT2,"MC_186:Tegmental neurons, primarily co-releasing (PMIDs 2797622 33619763)",Ex_Dmrta2_Agtr1b,Ex_Dmrta2_Agtr1b_MB,Ex_Dmrta2_Agtr1b_MB
Ex_Dmrta2_Slc26a7,neuron,HY,VGLUT2,"MC_186:Tegmental neurons, primarily co-releasing (PMIDs 2797622 33619763)",Ex_Dmrta2_Slc26a7,Ex_Dmrta2_Slc26a7_HY,Ex_Dmrta2_Slc26a7_HY
Ex_Lmx1a_Scart2_1,neuron,HY,VGLUT2_GABA,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Scart2,Ex_Lmx1a_Scart2_HY,Ex_Lmx1a_Scart2_HY
Ex_Lmx1a_Scart2_2,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Scart2,Ex_Lmx1a_Scart2_HY,Ex_Lmx1a_Scart2_HY
Ex_Lmx1a_Myf5,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Myf5,Ex_Lmx1a_Myf5_HY,Ex_Lmx1a_Myf5_HY
CholEx_Lmx1a_Tfcp2l1,neuron,MB,VGLUT2_GABA_CHOL,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",CholEx_Lmx1a_Tfcp2l1,CholEx_Lmx1a_Tfcp2l1_MB,CholEx_Lmx1a_Tfcp2l1_MB
Ex_Lmx1a_Csf2rb2_1,neuron,MB,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_MB,Ex_Lmx1a_Csf2rb2_MB
Ex_Lmx1a_Csf2rb2_2,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_HY,Ex_Lmx1a_Csf2rb2_HY
Ex_Lmx1a_Csf2rb2_3,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_HY,Ex_Lmx1a_Csf2rb2_HY
Ex_Lmx1a_Csf2rb2_4,neuron,HY,VGLUT2_GABA,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_HY,Ex_Lmx1a_Csf2rb2_HY
Ex_Lmx1a_Csf2rb2_5,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_HY,Ex_Lmx1a_Csf2rb2_HY
Ex_Lmx1a_Csf2rb2_6,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_HY,Ex_Lmx1a_Csf2rb2_HY
Ex_Lmx1a_Csf2rb2_7,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Csf2rb2,Ex_Lmx1a_Csf2rb2_HY,Ex_Lmx1a_Csf2rb2_HY
Ex_Lmx1a_Crhbp_1,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Crhbp,Ex_Lmx1a_Crhbp_HY,Ex_Lmx1a_Crhbp_HY
Ex_Lmx1a_Crhbp_2,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Crhbp,Ex_Lmx1a_Crhbp_HY,Ex_Lmx1a_Crhbp_HY
Ex_Lmx1a_Crhbp_3,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Crhbp,Ex_Lmx1a_Crhbp_HY,Ex_Lmx1a_Crhbp_HY
Ex_Lmx1a_Crhbp_4,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Crhbp,Ex_Lmx1a_Crhbp_HY,Ex_Lmx1a_Crhbp_HY
Ex_Lmx1a_Crhbp_5,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Lmx1a_Crhbp,Ex_Lmx1a_Crhbp_HY,Ex_Lmx1a_Crhbp_HY
Ex_Nkx2-4_Csf2rb2,neuron,HY,VGLUT2,"MC_193:Hypothalamic neurons, primarily mammilary body nuclei",Ex_Nkx2-4_Csf2rb2,Ex_Nkx2-4_Csf2rb2_HY,Ex_Nkx2-4_Csf2rb2_HY
Inh_Pax8_Sp9_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_3,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_4,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_5,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_6,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_7,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Sp9_8,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Sp9,Inh_Pax8_Sp9_MB,Inh_Pax8_Sp9_MB
Inh_Pax8_Npffr2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Npffr2,Inh_Pax8_Npffr2_MB,Inh_Pax8_Npffr2_MB
Inh_Pax5_Tll2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Tll2,Inh_Pax5_Tll2_MB,Inh_Pax5_Tll2_MB
Inh_Pax5_Clic5_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Clic5,Inh_Pax5_Clic5_MB,Inh_Pax5_Clic5_MB
Inh_Pax5_Clic5_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Clic5,Inh_Pax5_Clic5_MB,Inh_Pax5_Clic5_MB
Inh_Pax5_Gpr6,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Gpr6,Inh_Pax5_Gpr6_MB,Inh_Pax5_Gpr6_MB
Inh_Pax5_Lcp1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Lcp1,Inh_Pax5_Lcp1_MB,Inh_Pax5_Lcp1_MB
Inh_Pax5_Padi1_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Padi1,Inh_Pax5_Padi1_MB,Inh_Pax5_Padi1_MB
Inh_Pax5_Padi1_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax5_Padi1,Inh_Pax5_Padi1_MB,Inh_Pax5_Padi1_MB
Inh_Pax8_Pdzk1ip1_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Pdzk1ip1,Inh_Pax8_Pdzk1ip1_MB,Inh_Pax8_Pdzk1ip1_MB
Inh_Pax8_Pdzk1ip1_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Pdzk1ip1,Inh_Pax8_Pdzk1ip1_MB,Inh_Pax8_Pdzk1ip1_MB
Inh_Pax8_Agtr1a,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Agtr1a,Inh_Pax8_Agtr1a_MB,Inh_Pax8_Agtr1a_MB
Inh_Pax8_Vmn1r196,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Vmn1r196,Inh_Pax8_Vmn1r196_MB,Inh_Pax8_Vmn1r196_MB
Inh_Pax8_Layn,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Pax8_Layn,Inh_Pax8_Layn_MB,Inh_Pax8_Layn_MB
Inh_Sox2_Bves_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Bves,Inh_Sox2_Bves_MB,Inh_Sox2_Bves_MB
Inh_Sox2_Bves_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Bves,Inh_Sox2_Bves_MB,Inh_Sox2_Bves_MB
Inh_Sox2_Bves_3,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Bves,Inh_Sox2_Bves_MB,Inh_Sox2_Bves_MB
Inh_Sox2_Ikzf1_1,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_2,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_3,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_4,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_5,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_6,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_7,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Inh_Sox2_Ikzf1_8,neuron,MB,GABA,MC_100:Midbrain neurons,Inh_Sox2_Ikzf1,Inh_Sox2_Ikzf1_MB,Inh_Sox2_Ikzf1_MB
Ex_Lmx1b_Aldh1a2_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Aldh1a2,Ex_Lmx1b_Aldh1a2_MY,Ex_Lmx1b_Aldh1a2_MY
Ex_Lmx1b_Aldh1a2_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Aldh1a2,Ex_Lmx1b_Aldh1a2_MY,Ex_Lmx1b_Aldh1a2_MY
Ex_Lmx1b_Grp,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Grp,Ex_Lmx1b_Grp_MY,Ex_Lmx1b_Grp_MY
Ex_Lmx1b_Aldh1a2_3,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Aldh1a2,Ex_Lmx1b_Aldh1a2_MY,Ex_Lmx1b_Aldh1a2_MY
Ex_Lmx1b_Pou4f1_Arsj_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Pou4f1_Arsj,Ex_Lmx1b_Pou4f1_Arsj_MY,Ex_Lmx1b_Pou4f1_Arsj_MY
Ex_Lmx1b_Pou4f1_Arsj_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Pou4f1_Arsj,Ex_Lmx1b_Pou4f1_Arsj_MY,Ex_Lmx1b_Pou4f1_Arsj_MY
Ex_Lmx1b_Unc5cl_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Unc5cl,Ex_Lmx1b_Unc5cl_MY,Ex_Lmx1b_Unc5cl_MY
Ex_Lmx1b_Unc5cl_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Unc5cl,Ex_Lmx1b_Unc5cl_MY,Ex_Lmx1b_Unc5cl_MY
Ex_Lmx1b_Ccdc170,neuron,P,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Ccdc170,Ex_Lmx1b_Ccdc170_P,Ex_Lmx1b_Ccdc170_P
Ex_Lmx1b_Deup1_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Deup1,Ex_Lmx1b_Deup1_MY,Ex_Lmx1b_Deup1_MY
Ex_Lmx1b_Deup1_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Deup1,Ex_Lmx1b_Deup1_MY,Ex_Lmx1b_Deup1_MY
Ex_Lmx1b_Deup1_3,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Deup1,Ex_Lmx1b_Deup1_MY,Ex_Lmx1b_Deup1_MY
Ex_Lmx1b_Deup1_4,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Deup1,Ex_Lmx1b_Deup1_MY,Ex_Lmx1b_Deup1_MY
Ex_Lmx1b_Deup1_5,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Deup1,Ex_Lmx1b_Deup1_MY,Ex_Lmx1b_Deup1_MY
Ex_Lmx1b_Deup1_6,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Deup1,Ex_Lmx1b_Deup1_MY,Ex_Lmx1b_Deup1_MY
Ex_Lmx1b_Upp1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Upp1,Ex_Lmx1b_Upp1_MY,Ex_Lmx1b_Upp1_MY
Ex_Lmx1b_Vstm4,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Vstm4,Ex_Lmx1b_Vstm4_MY,Ex_Lmx1b_Vstm4_MY
Ex_Lmx1b_Olfr273,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Olfr273,Ex_Lmx1b_Olfr273_MY,Ex_Lmx1b_Olfr273_MY
Ex_Lmx1b_Cyyr1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Cyyr1,Ex_Lmx1b_Cyyr1_MY,Ex_Lmx1b_Cyyr1_MY
Ex_Lmx1b_Olfr78,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Olfr78,Ex_Lmx1b_Olfr78_MY,Ex_Lmx1b_Olfr78_MY
Ex_Lmx1b_Scn5a,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Scn5a,Ex_Lmx1b_Scn5a_MY,Ex_Lmx1b_Scn5a_MY
Ex_Lmx1b_Olfr25,neuron,MY,VGLUT2,MC_172:Pontine and medullary reticular neurons,Ex_Lmx1b_Olfr25,Ex_Lmx1b_Olfr25_MY,Ex_Lmx1b_Olfr25_MY
Ex_Lmx1b_Wif1,neuron,MY,VGLUT2,MC_172:Pontine and medullary reticular neurons,Ex_Lmx1b_Wif1,Ex_Lmx1b_Wif1_MY,Ex_Lmx1b_Wif1_MY
Ex_Lmx1b_Abi3bp,neuron,MY,VGLUT2,MC_172:Pontine and medullary reticular neurons,Ex_Lmx1b_Abi3bp,Ex_Lmx1b_Abi3bp_MY,Ex_Lmx1b_Abi3bp_MY
Ex_Lmx1b_Pi15,neuron,MY,VGLUT2,MC_172:Pontine and medullary reticular neurons,Ex_Lmx1b_Pi15,Ex_Lmx1b_Pi15_MY,Ex_Lmx1b_Pi15_MY
Ex_Lmx1b_Tmem235_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Tmem235,Ex_Lmx1b_Tmem235_MY,Ex_Lmx1b_Tmem235_MY
Ex_Lmx1b_Tmem235_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Tmem235,Ex_Lmx1b_Tmem235_MY,Ex_Lmx1b_Tmem235_MY
Ex_Lmx1b_Tmem235_3,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Tmem235,Ex_Lmx1b_Tmem235_MY,Ex_Lmx1b_Tmem235_MY
Ex_Lmx1b_Esm1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Esm1,Ex_Lmx1b_Esm1_MY,Ex_Lmx1b_Esm1_MY
Ex_Lmx1b_Teddm3,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Teddm3,Ex_Lmx1b_Teddm3_MY,Ex_Lmx1b_Teddm3_MY
Ex_Lmx1b_1110032F04Rik_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_1110032F04Rik,Ex_Lmx1b_1110032F04Rik_MY,Ex_Lmx1b_1110032F04Rik_MY
Ex_Lmx1b_1110032F04Rik_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_1110032F04Rik,Ex_Lmx1b_1110032F04Rik_MY,Ex_Lmx1b_1110032F04Rik_MY
Ex_Lmx1b_Tnnt2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Tnnt2,Ex_Lmx1b_Tnnt2_MY,Ex_Lmx1b_Tnnt2_MY
Ex_Lmx1b_Tmem100_1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Tmem100,Ex_Lmx1b_Tmem100_MY,Ex_Lmx1b_Tmem100_MY
Ex_Pou4f3_Mdfic2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Pou4f3_Mdfic2,Ex_Pou4f3_Mdfic2_MY,Ex_Pou4f3_Mdfic2_MY
Ex_Lmx1b_Tmem100_2,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Tmem100,Ex_Lmx1b_Tmem100_MY,Ex_Lmx1b_Tmem100_MY
Ex_Lmx1b_Sec1,neuron,MY,VGLUT2,MC_171:Pontine and medullary reticular neurons,Ex_Lmx1b_Sec1,Ex_Lmx1b_Sec1_MY,Ex_Lmx1b_Sec1_MY
Ex_Lmx1b_Dynap_1,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Dynap,Ex_Lmx1b_Dynap_MY,Ex_Lmx1b_Dynap_MY
Ex_Lmx1b_Dynap_2,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Dynap,Ex_Lmx1b_Dynap_MY,Ex_Lmx1b_Dynap_MY
Ex_Lmx1b_Dynap_3,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Dynap,Ex_Lmx1b_Dynap_MY,Ex_Lmx1b_Dynap_MY
Ex_Lmx1b_Dynap_4,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Dynap,Ex_Lmx1b_Dynap_MY,Ex_Lmx1b_Dynap_MY
Ex_Lmx1b_Dynap_5,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Dynap,Ex_Lmx1b_Dynap_MY,Ex_Lmx1b_Dynap_MY
Ex_Lmx1b_Dynap_6,neuron,MY,VGLUT2,MC_172:Pontine and medullary reticular neurons,Ex_Lmx1b_Dynap,Ex_Lmx1b_Dynap_MY,Ex_Lmx1b_Dynap_MY
Ex_Lmx1b_Vmn1r206_1,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Vmn1r206,Ex_Lmx1b_Vmn1r206_MY,Ex_Lmx1b_Vmn1r206_MY
Ex_Lmx1b_Vmn1r206_2,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Vmn1r206,Ex_Lmx1b_Vmn1r206_MY,Ex_Lmx1b_Vmn1r206_MY
Ex_Lmx1b_Vmn1r206_3,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Vmn1r206,Ex_Lmx1b_Vmn1r206_MY,Ex_Lmx1b_Vmn1r206_MY
Ex_Lmx1b_Tmem215,neuron,MY,VGLUT2,MC_173:Pontine and medullary reticular neurons,Ex_Lmx1b_Tmem215,Ex_Lmx1b_Tmem215_MY,Ex_Lmx1b_Tmem215_MY
Ex_Skor1_Pon2_1,neuron,,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Pon2,Ex_Skor1_Pon2,Ex_Skor1_Pon2
Ex_Skor1_Pon2_2,neuron,,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Pon2,Ex_Skor1_Pon2,Ex_Skor1_Pon2
Ex_Skor1_Pon2_3,neuron,,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Pon2,Ex_Skor1_Pon2,Ex_Skor1_Pon2
Ex_Skor1_Pon2_4,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Pon2,Ex_Skor1_Pon2_MB,Ex_Skor1_Pon2_MB
Ex_Skor1_Il31ra_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Il31ra,Ex_Skor1_Il31ra_HY,Ex_Skor1_Il31ra_HY
Ex_Lhx2_Il31ra_1,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Lhx2_Il31ra,Ex_Lhx2_Il31ra_MB,Ex_Lhx2_Il31ra_MB
Ex_Lhx2_Il31ra_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Lhx2_Il31ra,Ex_Lhx2_Il31ra_HY,Ex_Lhx2_Il31ra_HY
Ex_Skor1_Chodl,neuron,MB,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Chodl,Ex_Skor1_Chodl_MB,Ex_Skor1_Chodl_MB
Ex_Skor1_Kdr_1,neuron,PAL,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Kdr,Ex_Skor1_Kdr_PAL,Ex_Skor1_Kdr_PAL
Ex_Skor1_Kdr_2,neuron,HY,VGLUT2,MC_15:Hypothalamic and pallidal neurons,Ex_Skor1_Kdr,Ex_Skor1_Kdr_HY,Ex_Skor1_Kdr_HY
